# NeutrinoElectronPhotonInteraction cumulative differential rate
# photon field: cosmic infrared and optical background radiation (best) model of Saldana-Lopez et al. 2021 (arXiv:2012.03035)
# Produced with crpropa-data version: 5f2ff62c81024ccf5e2ff2c72275b077885ea3ba
# log10(E/eV), d(1/lambda)/ds_kin [1/Mpc/eV^2] for log10(s_kin/eV^2) as given in first row
0.00	2.18105e+01	2.19368e+01	2.20632e+01	2.21895e+01	2.23158e+01	2.24421e+01	2.25684e+01	2.26947e+01	2.28211e+01	2.29474e+01	2.30737e+01	2.32000e+01	2.33263e+01	2.34526e+01	2.35789e+01	2.37053e+01	2.38316e+01	2.39579e+01	2.40842e+01	2.42105e+01	2.43368e+01	2.44632e+01	2.45895e+01	2.47158e+01	2.48421e+01	2.49684e+01	2.50947e+01	2.52211e+01	2.53474e+01	2.54737e+01	2.56000e+01	2.57263e+01	2.58526e+01	2.59789e+01	2.61053e+01	2.62316e+01	2.63579e+01	2.64842e+01	2.66105e+01	2.67368e+01	2.68632e+01	2.69895e+01	2.71158e+01	2.72421e+01	2.73684e+01	2.74947e+01	2.76211e+01	2.77474e+01	2.78737e+01	2.80000e+01
20.14	5.75140e-20	5.61411e-18	5.61411e-18	5.61411e-18	5.61411e-18	5.61411e-18	5.61411e-18	5.61411e-18	5.61411e-18	5.61411e-18	5.61411e-18	5.61411e-18	5.61411e-18	5.61411e-18	5.61411e-18	5.61411e-18	5.61411e-18	5.61411e-18	5.61411e-18	5.61411e-18	5.61411e-18	5.61411e-18	5.61411e-18	5.61411e-18	5.61411e-18	5.61411e-18	5.61411e-18	5.61411e-18	5.61411e-18	5.61411e-18	5.61411e-18	5.61412e-18	5.61412e-18	5.61413e-18	5.61415e-18	5.61419e-18	5.61425e-18	5.61436e-18	5.61456e-18	5.61491e-18	5.61554e-18	5.61666e-18	5.61868e-18	5.62228e-18	5.62873e-18	5.64027e-18	5.66090e-18	5.69783e-18	5.76389e-18	5.88208e-18
20.20	6.38365e-19	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84019e-16	1.84020e-16	1.84020e-16	1.84021e-16	1.84023e-16	1.84025e-16	1.84030e-16	1.84039e-16	1.84055e-16	1.84082e-16	1.84132e-16	1.84222e-16
20.26	2.07801e-18	9.43638e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46052e-16	9.46053e-16	9.46053e-16	9.46054e-16	9.46055e-16	9.46057e-16	9.46061e-16	9.46067e-16	9.46079e-16	9.46100e-16	9.46138e-16	9.46205e-16
20.32	4.97611e-18	2.80997e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91527e-15	2.91528e-15	2.91528e-15	2.91528e-15	2.91529e-15	2.91531e-15	2.91534e-15	2.91539e-15
20.38	9.47203e-18	6.28498e-15	6.85482e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85570e-15	6.85571e-15	6.85572e-15	6.85574e-15	6.85578e-15
20.44	1.58488e-17	1.16949e-14	1.34372e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35008e-14	1.35009e-14	1.35009e-14	1.35009e-14	1.35009e-14	1.35009e-14
20.50	2.48223e-17	1.94242e-14	2.33850e-14	2.37644e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37647e-14	2.37648e-14
20.56	3.69511e-17	3.02152e-14	3.76697e-14	3.88794e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14	3.89238e-14
20.62	5.20720e-17	4.45675e-14	5.70314e-14	5.98527e-14	6.01431e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14	6.01432e-14
