# NeutrinoAntineutrinoWProduction cumulative differential rate
# photon field: Cosmic Neutrino Background, T_CnuB = 1.94535456 K
# Produced with crpropa-data version: 5f2ff62c81024ccf5e2ff2c72275b077885ea3ba
# log10(E/eV), d(1/lambda)/ds_kin [1/Mpc/eV^2] for log10(s_kin/eV^2) as given in first row
0.00	2.24421e+01	2.25684e+01	2.26947e+01	2.28211e+01	2.29474e+01	2.30737e+01	2.32000e+01	2.33263e+01	2.34526e+01	2.35789e+01	2.37053e+01	2.38316e+01	2.39579e+01	2.40842e+01	2.42105e+01	2.43368e+01	2.44632e+01	2.45895e+01	2.47158e+01	2.48421e+01	2.49684e+01	2.50947e+01	2.52211e+01	2.53474e+01	2.54737e+01	2.56000e+01	2.57263e+01	2.58526e+01	2.59789e+01	2.61053e+01	2.62316e+01	2.63579e+01	2.64842e+01	2.66105e+01	2.67368e+01	2.68632e+01	2.69895e+01	2.71158e+01	2.72421e+01	2.73684e+01	2.74947e+01	2.76211e+01	2.77474e+01	2.78737e+01	2.80000e+01
22.81	5.75715e-266	5.75715e-266	5.75715e-266	5.75715e-266	5.75715e-266	5.75714e-266	5.75714e-266	5.75714e-266	5.75714e-266	5.75713e-266	5.75713e-266	5.75712e-266	5.75711e-266	5.75708e-266	5.75705e-266	5.75700e-266	5.75692e-266	5.75679e-266	5.75658e-266	5.75623e-266	5.75566e-266	5.75470e-266	5.75307e-266	5.75029e-266	5.74548e-266	5.73713e-266	5.72253e-266	5.69691e-266	5.65174e-266	5.57187e-266	5.43028e-266	5.17878e-266	4.73134e-266	3.93431e-266	2.51316e-266	-2.27560e-268	-4.55057e-266	-1.26386e-265	-2.70913e-265	-5.29247e-265	-9.91098e-265	-1.81694e-264	-3.29382e-264	-5.93524e-264	-1.06598e-263
22.87	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231	2.28555e-231
22.93	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202	4.43214e-202
22.99	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176	1.26284e-176
23.05	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154	1.82588e-154
23.11	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135	3.22972e-135
23.18	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118	1.78521e-118
23.24	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104	6.40389e-104
23.30	2.87013e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91	2.87014e-91
23.36	2.86418e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80	2.86425e-80
23.42	1.04045e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70	1.04057e-70
23.48	2.11236e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62	2.11320e-62
23.54	3.51650e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55	3.52079e-55
23.60	6.62250e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49	6.64379e-49
23.66	1.87205e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43	1.88597e-43
23.72	1.01446e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38	1.03007e-38
