# Program settings for SigmaNu
# Electroweak scheme and input parameters
# Scheme = Complex mass scheme
# alpha_GF = 0.00755898078237864
# Pole masses/widths for particles [GeV]
# mw = 80.35797361
# gw = 2.084298894
# mz = 91.15348062
# gz = 2.494266379
# s^2_thetaw (derived) = (0.222868505240788,-0.00110716741475141)
# charged leptons
# m_e = 0.0005109989461
# m_m = 0.10565837
# m_t = 1.77686
# quarks
# m_d = 0.05
# m_u = 0.05
# m_s = 0.2
# m_c = 1.51
# m_b = 4.92
# m_t = 173
# Ecms (default) = 0.126314

# channel_id = 5
# process  = nu_e nu_mu -> nu_e nu_mu
-0.99	6.72581386179932e-05
-0.97	6.72581411990968e-05
-0.95	6.72581437802005e-05
-0.93	6.72581463613044e-05
-0.91	6.72581489424084e-05
-0.89	6.72581515235125e-05
-0.87	6.72581541046168e-05
-0.85	6.72581566857213e-05
-0.83	6.72581592668259e-05
-0.81	6.72581618479306e-05
-0.79	6.72581644290355e-05
-0.77	6.72581670101405e-05
-0.75	6.72581695912457e-05
-0.73	6.7258172172351e-05
-0.71	6.72581747534565e-05
-0.69	6.72581773345622e-05
-0.67	6.7258179915668e-05
-0.65	6.72581824967739e-05
-0.63	6.725818507788e-05
-0.61	6.72581876589862e-05
-0.59	6.72581902400926e-05
-0.57	6.72581928211991e-05
-0.55	6.72581954023058e-05
-0.53	6.72581979834126e-05
-0.51	6.72582005645196e-05
-0.49	6.72582031456267e-05
-0.47	6.72582057267339e-05
-0.45	6.72582083078414e-05
-0.429999999999999	6.72582108889489e-05
-0.409999999999999	6.72582134700566e-05
-0.389999999999999	6.72582160511645e-05
-0.369999999999999	6.72582186322725e-05
-0.349999999999999	6.72582212133807e-05
-0.329999999999999	6.7258223794489e-05
-0.309999999999999	6.72582263755974e-05
-0.289999999999999	6.72582289567061e-05
-0.269999999999999	6.72582315378148e-05
-0.249999999999999	6.72582341189237e-05
-0.229999999999999	6.72582367000328e-05
-0.209999999999999	6.7258239281142e-05
-0.189999999999999	6.72582418622513e-05
-0.169999999999999	6.72582444433608e-05
-0.149999999999999	6.72582470244705e-05
-0.129999999999999	6.72582496055802e-05
-0.109999999999999	6.72582521866902e-05
-0.0899999999999994	6.72582547678003e-05
-0.0699999999999994	6.72582573489105e-05
-0.0499999999999994	6.72582599300209e-05
-0.0299999999999994	6.72582625111315e-05
-0.00999999999999938	6.72582650922421e-05
0.0100000000000006	6.7258267673353e-05
0.0300000000000006	6.72582702544639e-05
0.0500000000000006	6.72582728355751e-05
0.0700000000000006	6.72582754166863e-05
0.0900000000000006	6.72582779977978e-05
0.110000000000001	6.72582805789094e-05
0.130000000000001	6.72582831600211e-05
0.150000000000001	6.7258285741133e-05
0.170000000000001	6.7258288322245e-05
0.190000000000001	6.72582909033571e-05
0.210000000000001	6.72582934844695e-05
0.230000000000001	6.72582960655819e-05
0.250000000000001	6.72582986466945e-05
0.270000000000001	6.72583012278073e-05
0.290000000000001	6.72583038089202e-05
0.310000000000001	6.72583063900333e-05
0.330000000000001	6.72583089711465e-05
0.350000000000001	6.72583115522599e-05
0.370000000000001	6.72583141333734e-05
0.390000000000001	6.7258316714487e-05
0.410000000000001	6.72583192956008e-05
0.430000000000001	6.72583218767148e-05
0.450000000000001	6.72583244578289e-05
0.470000000000001	6.72583270389431e-05
0.490000000000001	6.72583296200575e-05
0.510000000000001	6.72583322011721e-05
0.530000000000001	6.72583347822868e-05
0.550000000000001	6.72583373634016e-05
0.570000000000001	6.72583399445166e-05
0.590000000000001	6.72583425256318e-05
0.610000000000001	6.7258345106747e-05
0.630000000000001	6.72583476878625e-05
0.650000000000001	6.72583502689781e-05
0.670000000000001	6.72583528500938e-05
0.690000000000001	6.72583554312097e-05
0.710000000000001	6.72583580123257e-05
0.730000000000001	6.72583605934419e-05
0.750000000000001	6.72583631745582e-05
0.770000000000001	6.72583657556747e-05
0.790000000000001	6.72583683367913e-05
0.810000000000001	6.72583709179081e-05
0.830000000000001	6.7258373499025e-05
0.850000000000001	6.72583760801421e-05
0.870000000000001	6.72583786612593e-05
0.890000000000001	6.72583812423767e-05
0.910000000000001	6.72583838234942e-05
0.930000000000001	6.72583864046119e-05
0.950000000000001	6.72583889857297e-05
0.970000000000001	6.72583915668477e-05
0.990000000000001	6.72583941479658e-05
