# NeutrinoAntineutrinoResonanceTop cumulative differential rate
# photon field: Cosmic Neutrino Background, T_CnuB = 1.94535456 K
# Produced with crpropa-data version: 5f2ff62c81024ccf5e2ff2c72275b077885ea3ba
# log10(E/eV), d(1/lambda)/ds_kin [1/Mpc/eV^2] for log10(s_kin/eV^2) as given in first row
0.00	2.32000e+01	2.33263e+01	2.34526e+01	2.35789e+01	2.37053e+01	2.38316e+01	2.39579e+01	2.40842e+01	2.42105e+01	2.43368e+01	2.44632e+01	2.45895e+01	2.47158e+01	2.48421e+01	2.49684e+01	2.50947e+01	2.52211e+01	2.53474e+01	2.54737e+01	2.56000e+01	2.57263e+01	2.58526e+01	2.59789e+01	2.61053e+01	2.62316e+01	2.63579e+01	2.64842e+01	2.66105e+01	2.67368e+01	2.68632e+01	2.69895e+01	2.71158e+01	2.72421e+01	2.73684e+01	2.74947e+01	2.76211e+01	2.77474e+01	2.78737e+01	2.80000e+01
23.48	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73303e-265	1.73302e-265	1.73302e-265	1.73301e-265
23.54	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232	9.06544e-232
23.60	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202	1.31058e-202
23.66	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177	3.40153e-177
23.72	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155	3.81736e-155
23.78	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136	5.86653e-136
23.84	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119	2.78582e-119
23.90	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105	8.51285e-105
23.96	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92	3.38227e-92
24.02	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81	2.96184e-81
24.09	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72	9.54918e-72
