# NeutrinoiAntineutrinojElectronAntimuon cumulative differential rate
# photon field: Cosmic Neutrino Background, T_CnuB = 1.94535456 K
# Produced with crpropa-data version: 5f2ff62c81024ccf5e2ff2c72275b077885ea3ba
# log10(E/eV), d(1/lambda)/ds_kin [1/Mpc/eV^2] for log10(s_kin/eV^2) as given in first row
0.00	1.61263e+01	1.62526e+01	1.63789e+01	1.65053e+01	1.66316e+01	1.67579e+01	1.68842e+01	1.70105e+01	1.71368e+01	1.72632e+01	1.73895e+01	1.75158e+01	1.76421e+01	1.77684e+01	1.78947e+01	1.80211e+01	1.81474e+01	1.82737e+01	1.84000e+01	1.85263e+01	1.86526e+01	1.87789e+01	1.89053e+01	1.90316e+01	1.91579e+01	1.92842e+01	1.94105e+01	1.95368e+01	1.96632e+01	1.97895e+01	1.99158e+01	2.00421e+01	2.01684e+01	2.02947e+01	2.04211e+01	2.05474e+01	2.06737e+01	2.08000e+01	2.09263e+01	2.10526e+01	2.11789e+01	2.13053e+01	2.14316e+01	2.15579e+01	2.16842e+01	2.18105e+01	2.19368e+01	2.20632e+01	2.21895e+01	2.23158e+01	2.24421e+01	2.25684e+01	2.26947e+01	2.28211e+01	2.29474e+01	2.30737e+01	2.32000e+01	2.33263e+01	2.34526e+01	2.35789e+01	2.37053e+01	2.38316e+01	2.39579e+01	2.40842e+01	2.42105e+01	2.43368e+01	2.44632e+01	2.45895e+01	2.47158e+01	2.48421e+01	2.49684e+01	2.50947e+01	2.52211e+01	2.53474e+01	2.54737e+01	2.56000e+01	2.57263e+01	2.58526e+01	2.59789e+01	2.61053e+01	2.62316e+01	2.63579e+01	2.64842e+01	2.66105e+01	2.67368e+01	2.68632e+01	2.69895e+01	2.71158e+01	2.72421e+01	2.73684e+01	2.74947e+01	2.76211e+01	2.77474e+01	2.78737e+01	2.80000e+01
16.50	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07093e-244	6.07092e-244	6.07092e-244	6.07092e-244	6.07092e-244	6.07091e-244
16.56	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213	1.26555e-213
16.62	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187	2.39949e-187
16.68	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164	1.87760e-164
16.74	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144	1.45469e-144
16.80	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127	2.75958e-127
16.86	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112	2.98312e-112
16.92	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99	3.39796e-99
16.98	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88	7.57205e-88
