# NeutrinoAntineutrinoResonanceUp cumulative differential rate
# photon field: Cosmic Neutrino Background, T_CnuB = 1.94535456 K
# Produced with crpropa-data version: 5f2ff62c81024ccf5e2ff2c72275b077885ea3ba
# log10(E/eV), d(1/lambda)/ds_kin [1/Mpc/eV^2] for log10(s_kin/eV^2) as given in first row
0.00	1.33474e+01	1.34737e+01	1.36000e+01	1.37263e+01	1.38526e+01	1.39789e+01	1.41053e+01	1.42316e+01	1.43579e+01	1.44842e+01	1.46105e+01	1.47368e+01	1.48632e+01	1.49895e+01	1.51158e+01	1.52421e+01	1.53684e+01	1.54947e+01	1.56211e+01	1.57474e+01	1.58737e+01	1.60000e+01	1.61263e+01	1.62526e+01	1.63789e+01	1.65053e+01	1.66316e+01	1.67579e+01	1.68842e+01	1.70105e+01	1.71368e+01	1.72632e+01	1.73895e+01	1.75158e+01	1.76421e+01	1.77684e+01	1.78947e+01	1.80211e+01	1.81474e+01	1.82737e+01	1.84000e+01	1.85263e+01	1.86526e+01	1.87789e+01	1.89053e+01	1.90316e+01	1.91579e+01	1.92842e+01	1.94105e+01	1.95368e+01	1.96632e+01	1.97895e+01	1.99158e+01	2.00421e+01	2.01684e+01	2.02947e+01	2.04211e+01	2.05474e+01	2.06737e+01	2.08000e+01	2.09263e+01	2.10526e+01	2.11789e+01	2.13053e+01	2.14316e+01	2.15579e+01	2.16842e+01	2.18105e+01	2.19368e+01	2.20632e+01	2.21895e+01	2.23158e+01	2.24421e+01	2.25684e+01	2.26947e+01	2.28211e+01	2.29474e+01	2.30737e+01	2.32000e+01	2.33263e+01	2.34526e+01	2.35789e+01	2.37053e+01	2.38316e+01	2.39579e+01	2.40842e+01	2.42105e+01	2.43368e+01	2.44632e+01	2.45895e+01	2.47158e+01	2.48421e+01	2.49684e+01	2.50947e+01	2.52211e+01	2.53474e+01	2.54737e+01	2.56000e+01	2.57263e+01	2.58526e+01	2.59789e+01	2.61053e+01	2.62316e+01	2.63579e+01	2.64842e+01	2.66105e+01	2.67368e+01	2.68632e+01	2.69895e+01	2.71158e+01	2.72421e+01	2.73684e+01	2.74947e+01	2.76211e+01	2.77474e+01	2.78737e+01	2.80000e+01
13.76	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72210e-250	4.72198e-250	4.72195e-250	4.72194e-250	4.72194e-250	4.72193e-250	4.72193e-250	4.72193e-250	4.72192e-250	4.72192e-250	4.72191e-250	4.72191e-250	4.72190e-250	4.72188e-250	4.72187e-250	4.72184e-250	4.72181e-250	4.72177e-250	4.72172e-250	4.72165e-250	4.72156e-250	4.72143e-250	4.72126e-250	4.72104e-250	4.72074e-250	4.72034e-250	4.71980e-250	4.71908e-250	4.71813e-250	4.71685e-250	4.71513e-250	4.71284e-250	4.70978e-250	4.70568e-250	4.70020e-250	4.69286e-250	4.68306e-250	4.66994e-250	4.65240e-250	4.62893e-250	4.59754e-250	4.55556e-250	4.49940e-250	4.42429e-250	4.32382e-250	4.18944e-250	4.00970e-250	3.76928e-250	3.44771e-250	3.01758e-250
13.82	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219	2.41331e-219
13.89	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192	1.01269e-192
13.95	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169	1.57909e-169
14.01	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149	2.21525e-149
14.07	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132	7.05825e-132
14.13	1.20128e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116	1.20129e-116
14.19	2.02283e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103	2.02289e-103
14.25	6.34490e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92	6.34564e-92
