# Program settings for SigmaNu
# Electroweak scheme and input parameters
# Scheme = Complex mass scheme
# alpha_GF = 0.00755898078237864
# Pole masses/widths for particles [GeV]
# mw = 80.35797361
# gw = 2.084298894
# mz = 91.15348062
# gz = 2.494266379
# s^2_thetaw (derived) = (0.222868505240788,-0.00110716741475141)
# charged leptons
# m_e = 0.0005109989461
# m_m = 0.10565837
# m_t = 1.77686
# quarks
# m_d = 0.05
# m_u = 0.05
# m_s = 0.2
# m_c = 1.51
# m_b = 4.92
# m_t = 173
# Ecms (default) = 1

# channel_id = 2
# active_virtual = 0
# process  = nu_e nu_e~ -> nu_e nu_e~
# Ecms	sigma[pb]	sigma_error[pb]	sigma_analytic[pb]	ratio
9.99999999999999e-08	1.12286095683323e-16	1.57013171246727e-18	1.12348812763241e-16	0.999441764640181
1.05693455355799e-07	1.25435993391444e-16	1.57013171246727e-18	1.25506055309389e-16	0.999441764640182
1.11711065050482e-07	1.40125884174234e-16	1.57013171246727e-18	1.40204151088965e-16	0.999441764640181
1.18071284666619e-07	1.56536117622442e-16	1.57013171246727e-18	1.56623550426471e-16	0.99944176464018
1.24793620547131e-07	1.74868164184707e-16	1.57013171246727e-18	1.7496583630129e-16	0.999441764640183
1.31898689619867e-07	1.95347088644961e-16	1.57013171246727e-18	1.95456199206655e-16	0.999441764640174
1.39408282628258e-07	2.18224313270399e-16	1.57013171246727e-18	2.18346201840948e-16	0.999441764640187
1.47345430961984e-07	2.43780704553463e-16	1.57013171246727e-18	2.43916867573799e-16	0.999441764640182
1.55734477292614e-07	2.72330021444245e-16	1.72187091823999e-18	2.72482130604466e-16	0.999441764640187
1.64601150230855e-07	3.04222767407573e-16	1.92352034156044e-18	3.04392690170496e-16	0.999441764640185
1.73972643234381e-07	3.39850493597054e-16	2.14878506001984e-18	3.40040316125276e-16	0.999441764640188
1.83877698008234e-07	3.79650605976587e-16	2.40043067619382e-18	3.79862658744574e-16	0.999441764640179
1.94346692653603e-07	4.24111735407061e-16	2.68154667417459e-18	4.24348621812644e-16	0.999441764640189
2.05411734835308e-07	4.73779736627309e-16	2.99558434954626e-18	4.74044364953949e-16	0.999441764640182
2.17106760253728e-07	5.29264389779739e-16	3.34639918136371e-18	5.29560008901853e-16	0.999441764640183
2.29467636723195e-07	5.91246886755889e-16	3.73829816634193e-18	5.9157712602569e-16	0.999441764640192
2.42532274176037e-07	6.60488194272822e-16	4.1760926963833e-18	6.60857108078334e-16	0.999441764640188
2.56340740929654e-07	7.37838396354864e-16	4.66515762862522e-18	7.38250513896126e-16	0.999441764640181
2.70935386573208e-07	8.24247130919416e-16	5.2114972732211e-18	8.24707511814023e-16	0.999441764640177
2.86360971850814e-07	9.20775248598128e-16	5.82181910899212e-18	9.21289544998779e-16	0.99944176464018
3.02664805939572e-07	1.0286078369302e-15	6.50361613196763e-18	1.02918236291688e-15	0.999441764640181
3.19896891543457e-07	1.14906876982745e-15	7.26525884781606e-18	1.14971057892617e-15	0.99944176464018
3.38110078248073e-07	1.28363696093673e-15	8.1160980375697e-18	1.28435393271649e-15	0.999441764640183
3.57360224606583e-07	1.43396452044406e-15	9.06657955831049e-18	1.43476545725535e-15	0.999441764640179
3.77706369453942e-07	1.60189703823412e-15	1.01283725882378e-17	1.60279177327638e-15	0.999441764640185
3.99210912974811e-07	1.78949624242346e-15	1.13145128906018e-17	1.79049576046856e-15	0.999441764640179
4.21939808080509e-07	1.99906531144963e-15	1.26395628553653e-17	2.00018188370317e-15	0.999441764640186
4.45962762681916e-07	2.23317715047511e-15	1.41197902834537e-17	2.23442448523161e-15	0.999441764640181
4.71353453478699e-07	2.49470597925977e-15	1.57733681085407e-17	2.496099390201e-15	0.999441764640184
4.98189751920525e-07	2.78686261930916e-15	1.76205975083841e-17	2.78841921351214e-15	0.999441764640182
5.26553963033285e-07	3.11323391352404e-15	1.96841571448747e-17	3.1149728014867e-15	0.999441764640183
5.56533077842775e-07	3.47782676231054e-15	2.19893815927498e-17	3.47976929257364e-15	0.999441764640189
5.88219040170007e-07	3.88511731678781e-15	2.45645723752757e-17	3.88728733803366e-15	0.999441764640186
6.21709028616396e-07	4.34010593304439e-15	2.74413454255172e-17	4.34253008688995e-15	0.999441764640186
6.57105754603641e-07	4.84837856212304e-15	3.06550192390275e-17	4.85108661020241e-15	0.999441764640178
6.94517777382385e-07	5.4161753294269e-15	3.4245048483348e-17	5.41920051877847e-15	0.999441764640174
7.34059836975738e-07	6.05046714550432e-15	3.82555083878015e-17	6.05384661674871e-15	0.999441764640182
7.75853206078802e-07	6.75904128877242e-15	4.27356358604898e-17	6.76281653209258e-15	0.999441764640184
8.20026061993433e-07	7.55059701088951e-15	4.77404339758496e-17	7.55481437541074e-15	0.999441764640181
8.66713879738945e-07	8.43485233853463e-15	5.33313472541435e-17	8.43956360135829e-15	0.999441764640188
9.16059847544394e-07	9.42266338281253e-15	5.95770160233754e-17	9.42792638469021e-15	0.999441764640184
9.68215305996734e-07	1.05261576210617e-14	6.65541191250094e-17	1.05320369765129e-14	0.999441764640183
1.02334021219167e-06	1.17588827873806e-14	7.43483153095149e-17	1.17654506779732e-14	0.999441764640183
1.08160363031074e-06	1.31359731998207e-14	8.30552948793501e-17	1.31433102603531e-14	0.99944176464018
1.14318425012918e-06	1.46743355662657e-14	9.27819544905409e-17	1.46825318747298e-14	0.999441764640183
1.20827093504481e-06	1.63928339384769e-14	1.68675681060656e-17	1.64020127336372e-14	0.999440386048383
1.27706330130868e-06	1.83269966234358e-14	4.67634498696907e-17	1.83228631144619e-14	1.00022559296263
1.34977233023398e-06	2.04732831198061e-14	5.22399479037793e-17	2.04686655329074e-14	1.00022559296263
1.42662101526078e-06	2.28709226239361e-14	5.83578021851263e-17	2.28657642684319e-14	1.00022559296263
1.5078450458611e-06	2.55493512500706e-14	6.51921223610651e-17	2.5543588796198e-14	1.00022559296262
1.59369353038183e-06	2.85414523949431e-14	7.28268142185498e-17	2.85350150963485e-14	1.00022559296264
1.68442976004237e-06	3.1883960451267e-14	8.13556098058832e-17	3.18767692764469e-14	1.00022559296263
1.78033201643018e-06	3.56179118003851e-14	9.08832181924651e-17	3.56098784624039e-14	1.00022559296263
1.88169442497062e-06	3.97803596049797e-14	1.89258030688669e-17	3.97801744935338e-14	1.00000465335933
1.98882785698888e-06	4.44515649260602e-14	5.25563204533515e-17	4.4438856605667e-14	1.00028597316322
2.10206088313024e-06	4.96573166105086e-14	5.87112253297852e-17	4.96431200104473e-14	1.00028597316322
2.22174078106297e-06	5.54727172610897e-14	6.55869351200852e-17	5.54568580879599e-14	1.00028597316322
2.34823460055437e-06	6.19691632648058e-14	7.32678637566232e-17	6.19514468135947e-14	1.00028597316322
2.48193028918635e-06	6.92264122859868e-14	8.184831094226e-17	6.92066210496499e-14	1.00028597316321
2.62323788216323e-06	7.73335624609141e-14	9.1433619879426e-17	7.73114534600154e-14	1.00028597316322
2.7725907598606e-06	8.63884806054224e-14	2.18791707534868e-17	8.63654480661913e-14	1.00026668696506
2.93044697697227e-06	9.65004706691703e-14	6.09934964563324e-17	9.64797618703637e-14	1.00021464396683
3.09729066733154e-06	1.07801703563259e-13	6.81364845029178e-17	1.07778569543553e-13	1.00021464396683
3.27363352871539e-06	1.2042643119308e-13	7.61159925261702e-17	1.20400587933278e-13	1.00021464396683
3.46001639218526e-06	1.34529648888077e-13	8.50299859246858e-17	1.34500779107307e-13	1.00021464396683
3.65701088077765e-06	1.50284503581547e-13	9.49879028886812e-17	1.5025225284197e-13	1.00021464396684
3.86522116263144e-06	1.67884419556775e-13	1.06111997986134e-16	1.67848391912109e-13	1.00021464396683
4.08528580392875e-06	1.87545473140693e-13	1.18538843096792e-16	1.87505226275125e-13	1.00021464396682
4.31787972733222e-06	2.09509045499436e-13	1.32421004121789e-16	2.09464085297259e-13	1.00021464396683
4.56371628192498e-06	2.34044786104521e-13	1.47928914054962e-16	2.3399456058382e-13	1.00021464396684
4.8235494310017e-06	2.61453923252484e-13	1.65252965408435e-16	2.61397815788382e-13	1.00021464396683
5.09817606442068e-06	2.9207296228162e-13	1.84605847685362e-16	2.920102840359e-13	1.00021464396683
5.38843844260849e-06	3.26277816889294e-13	2.06225158594725e-16	3.26207798353443e-13	1.00021464396683
5.69522677971311e-06	3.64488424270493e-13	2.30376321068078e-16	3.64410205818362e-13	1.00021464396683
6.01948197382758e-06	4.07173900738291e-13	2.5735584188926e-16	4.07086522072348e-13	1.00021464396684
6.36219849265782e-06	4.54858301122337e-13	2.87494951944369e-16	4.54760689483988e-13	1.00021464396683
6.7244274234846e-06	5.08127052654292e-13	3.21163672783552e-16	5.08018009653481e-13	1.00021464396683
7.1072796967738e-06	5.67634142329744e-13	3.58775359421007e-16	5.67512329232167e-13	1.00021464396684
7.51192949332137e-06	6.34110145986725e-13	4.00791775148332e-16	6.33974067278055e-13	1.00021464396683
7.93961784538272e-06	7.08371197674943e-13	4.47728760652774e-16	7.08219182700179e-13	1.00021464396684
8.39165644283063e-06	7.91329009433538e-13	5.00162567062801e-16	7.91159191886193e-13	1.00021464396684
8.86943165601521e-06	8.84002064491637e-13	5.58736930649705e-16	8.83812359500858e-13	1.00021464396683
9.37440878766353e-06	9.87528121311864e-13	6.24170976059243e-16	9.8731619984621e-13	1.00021464396683
9.90813656685925e-06	1.1031781819905e-12	6.97268045092251e-16	1.10294144226415e-12	1.00021464396683
1.0472251898885e-05	1.23237209650615e-12	7.78925559428138e-16	1.23210763203644e-12	1.00021464396684
1.10684848854948e-05	1.37669599439197e-12	8.70146038388259e-16	1.37640055831619e-12	1.00021464396683
1.16986641310138e-05	1.5379217578426e-12	9.72049406978605e-16	1.5375917230558e-12	1.00021464396683
1.23647223505379e-05	1.71802877532909e-12	1.08588674535142e-15	1.71766008995371e-12	1.00021464396684
1.30687022974343e-05	1.91922824279388e-12	1.2130556484753e-15	1.91881638043437e-12	1.00021464396683
1.3812763028321e-05	2.14399031077472e-12	1.35511738456578e-15	2.14353021494636e-12	1.00021464396684
1.45991865247407e-05	2.39507441074559e-12	1.51381606298379e-15	2.39456043279548e-12	1.00021464396683
1.54303846918366e-05	2.67556313299549e-12	1.69110004686271e-15	2.67498896275328e-12	1.00021464396684
1.63089067554944e-05	2.98890007196732e-12	1.88914587342009e-15	2.98825866027455e-12	1.00021464396683
1.72374470806373e-05	3.33893210368936e-12	2.11038497555382e-15	3.33821557585599e-12	1.00021464396684
1.82188534346529e-05	3.72995661434381e-12	2.35753353286209e-15	3.72915617346984e-12	1.00021464396682
1.92561357212933e-05	4.16677425980447e-12	2.63362581847782e-15	4.165880078779e-12	1.00021464396684
2.03524752118372e-05	4.6547479038769e-12	2.94205145127017e-15	4.65374900472992e-12	1.00021464396683
2.15112343018231e-05	5.19986845883592e-12	3.28659701054666e-15	5.19875257796005e-12	1.00021464396682
2.27359668232787e-05	5.80882843658981e-12	3.67149252439442e-15	5.80758187417861e-12	1.00021464396683
2.40304289440714e-05	6.48910411346981e-12	4.10146340224885e-15	6.48771156532374e-12	1.00021464396684
2.53985906878091e-05	7.24904731739189e-12	4.58178844930783e-15	7.24749168702653e-12	1.00021464396684
2.68446481096216e-05	8.09798796427187e-12	5.11836467508682e-15	8.09625015302258e-12	1.00021464396683
2.83730361651642e-05	9.04634860254808e-12	5.7177796917104e-15	9.04440727509292e-12	1.00021464396683
2.99884423123125e-05	1.0105772372086e-11	6.38739259084828e-15	1.01036036945097e-11	1.00021464396683
3.16958208872635e-05	1.12892659484348e-11	7.13542429218983e-15	1.12868432956168e-11	1.00021464396683
3.35004082991338e-05	1.26113592273781e-11	7.97105847267249e-15	1.26086528561127e-11	1.00021464396683
3.54077390896554e-05	1.40882837102466e-11	8.90455431561963e-15	1.40852603940817e-11	1.00021464396684
3.74236629072227e-05	1.57381717800504e-11	9.94737246396812e-15	1.57347944013627e-11	1.00021464396684
